Pair 0[1]: Avg MSE: 547.87, Avg SSIM: 0.87
Pair 123[1]: Avg MSE: 134.99, Avg SSIM: 0.92
Pair 123[2]: Avg MSE: 140.95, Avg SSIM: 0.92
Pair 123[3]: Avg MSE: 146.36, Avg SSIM: 0.92
Pair 123[4]: Avg MSE: 150.78, Avg SSIM: 0.92
Pair 123[5]: Avg MSE: 155.70, Avg SSIM: 0.92
Pair 123[6]: Avg MSE: 160.12, Avg SSIM: 0.92
Pair 123[7]: Avg MSE: 164.87, Avg SSIM: 0.92
Pair 123[8]: Avg MSE: 170.29, Avg SSIM: 0.92
Pair 123[9]: Avg MSE: 174.49, Avg SSIM: 0.92
Pair 123[10]: Avg MSE: 178.44, Avg SSIM: 0.92
Pair 124[1]: Avg MSE: 161.26, Avg SSIM: 0.92
Pair 124[2]: Avg MSE: 171.83, Avg SSIM: 0.92
Pair 124[3]: Avg MSE: 183.61, Avg SSIM: 0.92
Pair 124[4]: Avg MSE: 191.86, Avg SSIM: 0.92
Pair 124[5]: Avg MSE: 200.22, Avg SSIM: 0.92
Pair 124[6]: Avg MSE: 208.39, Avg SSIM: 0.92
Pair 124[7]: Avg MSE: 216.70, Avg SSIM: 0.92
Pair 124[8]: Avg MSE: 226.30, Avg SSIM: 0.91
Pair 124[9]: Avg MSE: 233.57, Avg SSIM: 0.91
Pair 124[10]: Avg MSE: 239.99, Avg SSIM: 0.91
Pair 125[1]: Avg MSE: 132.77, Avg SSIM: 0.95
Pair 125[2]: Avg MSE: 138.29, Avg SSIM: 0.95
Pair 125[3]: Avg MSE: 142.09, Avg SSIM: 0.94
Pair 125[4]: Avg MSE: 146.39, Avg SSIM: 0.94
Pair 125[5]: Avg MSE: 150.96, Avg SSIM: 0.94
Pair 125[6]: Avg MSE: 154.83, Avg SSIM: 0.94
Pair 125[7]: Avg MSE: 159.53, Avg SSIM: 0.94
Pair 125[8]: Avg MSE: 163.23, Avg SSIM: 0.94
Pair 125[9]: Avg MSE: 167.61, Avg SSIM: 0.94
Pair 125[10]: Avg MSE: 169.93, Avg SSIM: 0.94
Pair 126[1]: Avg MSE: 233.41, Avg SSIM: 0.91
Pair 126[2]: Avg MSE: 244.38, Avg SSIM: 0.91
Pair 126[3]: Avg MSE: 255.31, Avg SSIM: 0.91
Pair 126[4]: Avg MSE: 262.76, Avg SSIM: 0.91
Pair 126[5]: Avg MSE: 271.06, Avg SSIM: 0.91
Pair 126[6]: Avg MSE: 281.34, Avg SSIM: 0.91
Pair 126[7]: Avg MSE: 292.35, Avg SSIM: 0.91
Pair 126[8]: Avg MSE: 303.67, Avg SSIM: 0.91
Pair 126[9]: Avg MSE: 310.74, Avg SSIM: 0.90
Pair 126[10]: Avg MSE: 319.04, Avg SSIM: 0.90
Pair 127[1]: Avg MSE: 167.64, Avg SSIM: 0.92
Pair 127[2]: Avg MSE: 178.37, Avg SSIM: 0.92
Pair 127[3]: Avg MSE: 189.51, Avg SSIM: 0.92
Pair 127[4]: Avg MSE: 199.42, Avg SSIM: 0.92
Pair 127[5]: Avg MSE: 208.04, Avg SSIM: 0.92
Pair 127[6]: Avg MSE: 217.25, Avg SSIM: 0.91
Pair 127[7]: Avg MSE: 226.30, Avg SSIM: 0.91
Pair 127[8]: Avg MSE: 236.40, Avg SSIM: 0.91
Pair 127[9]: Avg MSE: 243.65, Avg SSIM: 0.91
Pair 127[10]: Avg MSE: 252.03, Avg SSIM: 0.91
Pair 128[1]: Avg MSE: 226.89, Avg SSIM: 0.91
Pair 128[2]: Avg MSE: 240.13, Avg SSIM: 0.90
Pair 128[3]: Avg MSE: 254.50, Avg SSIM: 0.90
Pair 128[4]: Avg MSE: 266.42, Avg SSIM: 0.90
Pair 128[5]: Avg MSE: 277.76, Avg SSIM: 0.90
Pair 128[6]: Avg MSE: 289.57, Avg SSIM: 0.90
Pair 128[7]: Avg MSE: 301.20, Avg SSIM: 0.90
Pair 128[8]: Avg MSE: 314.37, Avg SSIM: 0.90
Pair 128[9]: Avg MSE: 323.26, Avg SSIM: 0.90
Pair 128[10]: Avg MSE: 333.82, Avg SSIM: 0.89
Pair 129[1]: Avg MSE: 182.30, Avg SSIM: 0.94
Pair 129[2]: Avg MSE: 189.43, Avg SSIM: 0.94
Pair 129[3]: Avg MSE: 195.94, Avg SSIM: 0.94
Pair 129[4]: Avg MSE: 201.88, Avg SSIM: 0.94
Pair 129[5]: Avg MSE: 208.45, Avg SSIM: 0.93
Pair 129[6]: Avg MSE: 215.11, Avg SSIM: 0.93
Pair 129[7]: Avg MSE: 222.64, Avg SSIM: 0.93
Pair 129[8]: Avg MSE: 229.58, Avg SSIM: 0.93
Pair 129[9]: Avg MSE: 235.99, Avg SSIM: 0.93
Pair 129[10]: Avg MSE: 240.98, Avg SSIM: 0.93
Pair 130[1]: Avg MSE: 490.54, Avg SSIM: 0.85
Pair 130[2]: Avg MSE: 515.09, Avg SSIM: 0.84
Pair 130[3]: Avg MSE: 539.06, Avg SSIM: 0.84
Pair 130[4]: Avg MSE: 560.89, Avg SSIM: 0.84
Pair 130[5]: Avg MSE: 584.55, Avg SSIM: 0.84
Pair 130[6]: Avg MSE: 610.06, Avg SSIM: 0.84
Pair 130[7]: Avg MSE: 632.06, Avg SSIM: 0.84
Pair 130[8]: Avg MSE: 654.28, Avg SSIM: 0.83
Pair 130[9]: Avg MSE: 671.32, Avg SSIM: 0.83
Pair 130[10]: Avg MSE: 689.83, Avg SSIM: 0.83
Pair 131[1]: Avg MSE: 278.79, Avg SSIM: 0.90
Pair 131[2]: Avg MSE: 286.66, Avg SSIM: 0.90
Pair 131[3]: Avg MSE: 293.67, Avg SSIM: 0.90
Pair 131[4]: Avg MSE: 300.59, Avg SSIM: 0.90
Pair 131[5]: Avg MSE: 306.91, Avg SSIM: 0.89
Pair 131[6]: Avg MSE: 313.67, Avg SSIM: 0.89
Pair 131[7]: Avg MSE: 320.16, Avg SSIM: 0.89
Pair 131[8]: Avg MSE: 328.82, Avg SSIM: 0.89
Pair 131[9]: Avg MSE: 333.83, Avg SSIM: 0.89
Pair 131[10]: Avg MSE: 339.54, Avg SSIM: 0.89
Pair 132[1]: Avg MSE: 172.12, Avg SSIM: 0.94
Pair 132[2]: Avg MSE: 179.09, Avg SSIM: 0.94
Pair 132[3]: Avg MSE: 184.37, Avg SSIM: 0.94
Pair 132[4]: Avg MSE: 189.79, Avg SSIM: 0.94
Pair 132[5]: Avg MSE: 195.41, Avg SSIM: 0.94
Pair 132[6]: Avg MSE: 200.15, Avg SSIM: 0.94
Pair 132[7]: Avg MSE: 205.90, Avg SSIM: 0.94
Pair 132[8]: Avg MSE: 211.87, Avg SSIM: 0.94
Pair 132[9]: Avg MSE: 217.49, Avg SSIM: 0.93
Pair 132[10]: Avg MSE: 221.70, Avg SSIM: 0.93
Pair 133[1]: Avg MSE: 533.08, Avg SSIM: 0.85
Pair 133[2]: Avg MSE: 553.75, Avg SSIM: 0.84
Pair 133[3]: Avg MSE: 578.43, Avg SSIM: 0.84
Pair 133[4]: Avg MSE: 597.89, Avg SSIM: 0.84
Pair 133[5]: Avg MSE: 620.94, Avg SSIM: 0.84
Pair 133[6]: Avg MSE: 645.44, Avg SSIM: 0.84
Pair 133[7]: Avg MSE: 667.23, Avg SSIM: 0.84
Pair 133[8]: Avg MSE: 688.41, Avg SSIM: 0.83
Pair 133[9]: Avg MSE: 704.43, Avg SSIM: 0.83
Pair 133[10]: Avg MSE: 722.13, Avg SSIM: 0.83
Pair 134[1]: Avg MSE: 135.30, Avg SSIM: 0.94
Pair 134[2]: Avg MSE: 139.42, Avg SSIM: 0.94
Pair 134[3]: Avg MSE: 141.59, Avg SSIM: 0.94
Pair 134[4]: Avg MSE: 144.35, Avg SSIM: 0.94
Pair 134[5]: Avg MSE: 147.06, Avg SSIM: 0.94
Pair 134[6]: Avg MSE: 149.62, Avg SSIM: 0.94
Pair 134[7]: Avg MSE: 152.97, Avg SSIM: 0.94
Pair 134[8]: Avg MSE: 159.78, Avg SSIM: 0.93
Pair 134[9]: Avg MSE: 161.78, Avg SSIM: 0.93
Pair 134[10]: Avg MSE: 164.59, Avg SSIM: 0.93
Pair 135[1]: Avg MSE: 123.21, Avg SSIM: 0.94
Pair 135[2]: Avg MSE: 128.29, Avg SSIM: 0.94
Pair 135[3]: Avg MSE: 132.76, Avg SSIM: 0.94
Pair 135[4]: Avg MSE: 136.33, Avg SSIM: 0.94
Pair 135[5]: Avg MSE: 139.11, Avg SSIM: 0.93
Pair 135[6]: Avg MSE: 143.15, Avg SSIM: 0.93
Pair 135[7]: Avg MSE: 147.13, Avg SSIM: 0.93
Pair 135[8]: Avg MSE: 153.29, Avg SSIM: 0.93
Pair 135[9]: Avg MSE: 155.92, Avg SSIM: 0.93
Pair 135[10]: Avg MSE: 159.09, Avg SSIM: 0.93
Pair 136[1]: Avg MSE: 275.12, Avg SSIM: 0.90
Pair 136[2]: Avg MSE: 287.01, Avg SSIM: 0.90
Pair 136[3]: Avg MSE: 297.66, Avg SSIM: 0.90
Pair 136[4]: Avg MSE: 305.61, Avg SSIM: 0.90
Pair 136[5]: Avg MSE: 315.24, Avg SSIM: 0.90
Pair 136[6]: Avg MSE: 324.95, Avg SSIM: 0.89
Pair 136[7]: Avg MSE: 336.37, Avg SSIM: 0.89
Pair 136[8]: Avg MSE: 345.74, Avg SSIM: 0.89
Pair 136[9]: Avg MSE: 353.90, Avg SSIM: 0.89
Pair 136[10]: Avg MSE: 362.10, Avg SSIM: 0.89
Pair 137[1]: Avg MSE: 243.78, Avg SSIM: 0.91
Pair 137[2]: Avg MSE: 253.97, Avg SSIM: 0.91
Pair 137[3]: Avg MSE: 262.95, Avg SSIM: 0.91
Pair 137[4]: Avg MSE: 269.81, Avg SSIM: 0.91
Pair 137[5]: Avg MSE: 277.74, Avg SSIM: 0.91
Pair 137[6]: Avg MSE: 286.91, Avg SSIM: 0.91
Pair 137[7]: Avg MSE: 295.81, Avg SSIM: 0.91
Pair 137[8]: Avg MSE: 307.32, Avg SSIM: 0.91
Pair 137[9]: Avg MSE: 313.63, Avg SSIM: 0.91
Pair 137[10]: Avg MSE: 320.44, Avg SSIM: 0.91
Pair 138[1]: Avg MSE: 132.09, Avg SSIM: 0.94
Pair 138[2]: Avg MSE: 137.10, Avg SSIM: 0.94
Pair 138[3]: Avg MSE: 140.54, Avg SSIM: 0.94
Pair 138[4]: Avg MSE: 143.98, Avg SSIM: 0.94
Pair 138[5]: Avg MSE: 147.21, Avg SSIM: 0.94
Pair 138[6]: Avg MSE: 150.43, Avg SSIM: 0.94
Pair 138[7]: Avg MSE: 153.68, Avg SSIM: 0.94
Pair 138[8]: Avg MSE: 159.46, Avg SSIM: 0.93
Pair 138[9]: Avg MSE: 162.37, Avg SSIM: 0.93
Pair 138[10]: Avg MSE: 165.59, Avg SSIM: 0.93
Pair 139[1]: Avg MSE: 354.01, Avg SSIM: 0.89
Pair 139[2]: Avg MSE: 367.89, Avg SSIM: 0.89
Pair 139[3]: Avg MSE: 381.50, Avg SSIM: 0.89
Pair 139[4]: Avg MSE: 390.64, Avg SSIM: 0.89
Pair 139[5]: Avg MSE: 403.02, Avg SSIM: 0.89
Pair 139[6]: Avg MSE: 418.11, Avg SSIM: 0.89
Pair 139[7]: Avg MSE: 436.04, Avg SSIM: 0.89
Pair 139[8]: Avg MSE: 452.29, Avg SSIM: 0.89
Pair 139[9]: Avg MSE: 461.10, Avg SSIM: 0.89
Pair 139[10]: Avg MSE: 472.12, Avg SSIM: 0.89
Pair 140[1]: Avg MSE: 102.41, Avg SSIM: 0.95
Pair 140[2]: Avg MSE: 105.24, Avg SSIM: 0.95
Pair 140[3]: Avg MSE: 106.93, Avg SSIM: 0.95
Pair 140[4]: Avg MSE: 108.21, Avg SSIM: 0.95
Pair 140[5]: Avg MSE: 109.53, Avg SSIM: 0.95
Pair 140[6]: Avg MSE: 111.64, Avg SSIM: 0.95
Pair 140[7]: Avg MSE: 114.30, Avg SSIM: 0.95
Pair 140[8]: Avg MSE: 116.55, Avg SSIM: 0.95
Pair 140[9]: Avg MSE: 118.66, Avg SSIM: 0.95
Pair 140[10]: Avg MSE: 120.55, Avg SSIM: 0.95
Pair 141[1]: Avg MSE: 152.90, Avg SSIM: 0.94
Pair 141[2]: Avg MSE: 156.88, Avg SSIM: 0.94
Pair 141[3]: Avg MSE: 160.75, Avg SSIM: 0.94
Pair 141[4]: Avg MSE: 164.32, Avg SSIM: 0.94
Pair 141[5]: Avg MSE: 167.40, Avg SSIM: 0.94
Pair 141[6]: Avg MSE: 171.23, Avg SSIM: 0.93
Pair 141[7]: Avg MSE: 174.84, Avg SSIM: 0.93
Pair 141[8]: Avg MSE: 178.56, Avg SSIM: 0.93
Pair 141[9]: Avg MSE: 181.85, Avg SSIM: 0.93
Pair 141[10]: Avg MSE: 184.66, Avg SSIM: 0.93
Pair 142[1]: Avg MSE: 590.08, Avg SSIM: 0.86
Pair 142[2]: Avg MSE: 604.24, Avg SSIM: 0.86
Pair 142[3]: Avg MSE: 618.34, Avg SSIM: 0.86
Pair 142[4]: Avg MSE: 631.01, Avg SSIM: 0.86
Pair 142[5]: Avg MSE: 645.43, Avg SSIM: 0.85
Pair 142[6]: Avg MSE: 660.99, Avg SSIM: 0.85
Pair 142[7]: Avg MSE: 676.38, Avg SSIM: 0.85
Pair 142[8]: Avg MSE: 692.13, Avg SSIM: 0.85
Pair 142[9]: Avg MSE: 702.65, Avg SSIM: 0.85
Pair 142[10]: Avg MSE: 713.96, Avg SSIM: 0.85
Pair 143[1]: Avg MSE: 307.37, Avg SSIM: 0.90
Pair 143[2]: Avg MSE: 319.89, Avg SSIM: 0.90
Pair 143[3]: Avg MSE: 331.56, Avg SSIM: 0.90
Pair 143[4]: Avg MSE: 340.43, Avg SSIM: 0.90
Pair 143[5]: Avg MSE: 351.70, Avg SSIM: 0.89
Pair 143[6]: Avg MSE: 364.41, Avg SSIM: 0.89
Pair 143[7]: Avg MSE: 377.50, Avg SSIM: 0.89
Pair 143[8]: Avg MSE: 391.41, Avg SSIM: 0.89
Pair 143[9]: Avg MSE: 398.75, Avg SSIM: 0.89
Pair 143[10]: Avg MSE: 408.21, Avg SSIM: 0.89
Pair 144[1]: Avg MSE: 178.25, Avg SSIM: 0.94
Pair 144[2]: Avg MSE: 182.40, Avg SSIM: 0.94
Pair 144[3]: Avg MSE: 185.74, Avg SSIM: 0.94
Pair 144[4]: Avg MSE: 189.47, Avg SSIM: 0.94
Pair 144[5]: Avg MSE: 193.02, Avg SSIM: 0.94
Pair 144[6]: Avg MSE: 196.87, Avg SSIM: 0.93
Pair 144[7]: Avg MSE: 201.99, Avg SSIM: 0.93
Pair 144[8]: Avg MSE: 207.68, Avg SSIM: 0.93
Pair 144[9]: Avg MSE: 211.84, Avg SSIM: 0.93
Pair 144[10]: Avg MSE: 214.73, Avg SSIM: 0.93
Pair 145[1]: Avg MSE: 226.54, Avg SSIM: 0.92
Pair 145[2]: Avg MSE: 238.16, Avg SSIM: 0.92
Pair 145[3]: Avg MSE: 248.58, Avg SSIM: 0.92
Pair 145[4]: Avg MSE: 256.63, Avg SSIM: 0.92
Pair 145[5]: Avg MSE: 266.56, Avg SSIM: 0.92
Pair 145[6]: Avg MSE: 274.55, Avg SSIM: 0.92
Pair 145[7]: Avg MSE: 284.29, Avg SSIM: 0.92
Pair 145[8]: Avg MSE: 293.26, Avg SSIM: 0.92
Pair 145[9]: Avg MSE: 300.46, Avg SSIM: 0.92
Pair 145[10]: Avg MSE: 306.70, Avg SSIM: 0.92
Pair 146[1]: Avg MSE: 319.25, Avg SSIM: 0.91
Pair 146[2]: Avg MSE: 334.04, Avg SSIM: 0.91
Pair 146[3]: Avg MSE: 348.65, Avg SSIM: 0.91
Pair 146[4]: Avg MSE: 361.84, Avg SSIM: 0.91
Pair 146[5]: Avg MSE: 374.11, Avg SSIM: 0.91
Pair 146[6]: Avg MSE: 385.60, Avg SSIM: 0.91
Pair 146[7]: Avg MSE: 396.79, Avg SSIM: 0.91
Pair 146[8]: Avg MSE: 407.19, Avg SSIM: 0.91
Pair 146[9]: Avg MSE: 416.56, Avg SSIM: 0.91
Pair 146[10]: Avg MSE: 424.94, Avg SSIM: 0.90
Pair 147[1]: Avg MSE: 71.31, Avg SSIM: 0.95
Pair 147[2]: Avg MSE: 73.77, Avg SSIM: 0.95
Pair 147[3]: Avg MSE: 75.72, Avg SSIM: 0.95
Pair 147[4]: Avg MSE: 77.67, Avg SSIM: 0.95
Pair 147[5]: Avg MSE: 79.33, Avg SSIM: 0.95
Pair 147[6]: Avg MSE: 80.83, Avg SSIM: 0.95
Pair 147[7]: Avg MSE: 82.87, Avg SSIM: 0.95
Pair 147[8]: Avg MSE: 84.34, Avg SSIM: 0.95
Pair 147[9]: Avg MSE: 86.89, Avg SSIM: 0.95
Pair 147[10]: Avg MSE: 88.33, Avg SSIM: 0.95
Pair 148[1]: Avg MSE: 311.11, Avg SSIM: 0.88
Pair 148[2]: Avg MSE: 324.81, Avg SSIM: 0.88
Pair 148[3]: Avg MSE: 335.58, Avg SSIM: 0.88
Pair 148[4]: Avg MSE: 345.97, Avg SSIM: 0.88
Pair 148[5]: Avg MSE: 358.51, Avg SSIM: 0.88
Pair 148[6]: Avg MSE: 369.74, Avg SSIM: 0.87
Pair 148[7]: Avg MSE: 380.98, Avg SSIM: 0.87
Pair 148[8]: Avg MSE: 393.51, Avg SSIM: 0.87
Pair 148[9]: Avg MSE: 401.39, Avg SSIM: 0.87
Pair 148[10]: Avg MSE: 412.14, Avg SSIM: 0.87
Pair 149[1]: Avg MSE: 191.75, Avg SSIM: 0.93
Pair 149[2]: Avg MSE: 195.62, Avg SSIM: 0.93
Pair 149[3]: Avg MSE: 199.87, Avg SSIM: 0.93
Pair 149[4]: Avg MSE: 202.63, Avg SSIM: 0.93
Pair 149[5]: Avg MSE: 206.67, Avg SSIM: 0.93
Pair 149[6]: Avg MSE: 210.87, Avg SSIM: 0.93
Pair 149[7]: Avg MSE: 214.42, Avg SSIM: 0.93
Pair 149[8]: Avg MSE: 219.91, Avg SSIM: 0.93
Pair 149[9]: Avg MSE: 223.53, Avg SSIM: 0.93
Pair 149[10]: Avg MSE: 227.14, Avg SSIM: 0.93
Average MSE across 01 pairs: 293.19
Average SSIM across 01 pairs: 0.90
Average MSE across 02 pairs: 304.81
Average SSIM across 02 pairs: 0.90
Average MSE across 03 pairs: 316.06
Average SSIM across 03 pairs: 0.90
Average MSE across 04 pairs: 325.93
Average SSIM across 04 pairs: 0.90
Average MSE across 05 pairs: 336.56
Average SSIM across 05 pairs: 0.90
Average MSE across 06 pairs: 347.32
Average SSIM across 06 pairs: 0.90
Average MSE across 07 pairs: 357.98
Average SSIM across 07 pairs: 0.90
Average MSE across 08 pairs: 368.79
Average SSIM across 08 pairs: 0.90
Average MSE across 09 pairs: 377.09
Average SSIM across 09 pairs: 0.90
Average MSE across 10 pairs: 385.45
Average SSIM across 10 pairs: 0.89
